Conference,Year,DOI,Author,AuthorOrder,AuthorOrderRank,CareerAge,CumPaper,AuthorsFirstName,Gender
Vis,1990,10.1109/VISUAL.1990.146359,james helman,1,First,2,1,james,male
Vis,1990,10.1109/VISUAL.1990.146359,lambertus hesselink,2,Last,2,1,lambertus,male
Vis,1990,10.1109/VISUAL.1990.146360,gordon v. bancroft,1,First,3,1,gordon,male
Vis,1990,10.1109/VISUAL.1990.146360,fergus merritt,2,Middle,2,1,fergus,male
Vis,1990,10.1109/VISUAL.1990.146360,todd plessel,3,Middle,2,1,todd,male
Vis,1990,10.1109/VISUAL.1990.146360,paul g. kelaita,4,Middle,1,1,paul,male
Vis,1990,10.1109/VISUAL.1990.146360,r. kevin mccabe,5,Middle,1,1,r.,
Vis,1990,10.1109/VISUAL.1990.146360,al globus,6,Last,1,1,al,male
Vis,1990,10.1109/VISUAL.1990.146361,william l. hibbard,1,First,5,1,william,male
Vis,1990,10.1109/VISUAL.1990.146361,david a. santek,2,Last,2,1,david,male
Vis,1990,10.1109/VISUAL.1990.146362,james l. montine,1,First,1,1,james,male
Vis,1990,10.1109/VISUAL.1990.146363,gregory m. nielson,1,First,7,1,gregory,male
Vis,1990,10.1109/VISUAL.1990.146363,bernd hamann,2,Last,1,1,bernd,male
Vis,1990,10.1109/VISUAL.1990.146364,yaser yacoob,1,First,2,1,yaser,male
Vis,1990,10.1109/VISUAL.1990.146365,del lamb,1,First,1,1,del,male
Vis,1990,10.1109/VISUAL.1990.146365,amit bandopadhay,2,Last,2,1,amit,male
Vis,1990,10.1109/VISUAL.1990.146366,anthony j. maeder,1,First,1,1,anthony,male
Vis,1990,10.1109/VISUAL.1990.146367,james v. miller,1,First,1,1,james,male
Vis,1990,10.1109/VISUAL.1990.146367,david e. breen,2,Middle,5,1,david,male
Vis,1990,10.1109/VISUAL.1990.146367,michael j. wozny,3,Last,11,1,michael,male
Vis,1990,10.1109/VISUAL.1990.146368,ping-kang hsiung,1,First,2,1,ping-kang,
Vis,1990,10.1109/VISUAL.1990.146368,robert h. thibadeau,2,Middle,11,1,robert,male
Vis,1990,10.1109/VISUAL.1990.146368,christopher b. cox,3,Middle,1,1,christopher,male
Vis,1990,10.1109/VISUAL.1990.146368,robert h. p. dunn,4,Middle,2,1,robert,male
Vis,1990,10.1109/VISUAL.1990.146368,michael wu,5,Middle,1,1,michael,male
Vis,1990,10.1109/VISUAL.1990.146368,paul andrew olbrich,6,Last,1,1,paul,male
Vis,1990,10.1109/VISUAL.1990.146369,richard a. becker,1,First,13,1,richard,male
Vis,1990,10.1109/VISUAL.1990.146369,stephen g. eick,2,Middle,3,1,stephen,male
Vis,1990,10.1109/VISUAL.1990.146369,eileen o. miller,3,Middle,1,1,eileen,female
Vis,1990,10.1109/VISUAL.1990.146369,allan r. wilks,4,Last,2,1,allan,male
Vis,1990,10.1109/VISUAL.1990.146370,andrew j. hanson,1,First,7,1,andrew,male
Vis,1990,10.1109/VISUAL.1990.146370,pheng-ann heng,2,Middle,1,1,pheng-ann,
Vis,1990,10.1109/VISUAL.1990.146370,b. c. kaplan,3,Last,1,1,b.,
Vis,1990,10.1109/VISUAL.1990.146371,bowen alpern,1,First,8,1,bowen,male
Vis,1990,10.1109/VISUAL.1990.146371,larry carter,2,Middle,17,1,larry,male
Vis,1990,10.1109/VISUAL.1990.146371,ted selker,3,Last,3,1,ted,male
Vis,1990,10.1109/VISUAL.1990.146372,philip k. robertson,1,First,6,1,philip,male
Vis,1990,10.1109/VISUAL.1990.146373,g. david kerlick,1,First,1,1,g.,
Vis,1990,10.1109/VISUAL.1990.146374,gerald l. lohse,1,First,1,1,gerald,male
Vis,1990,10.1109/VISUAL.1990.146374,henry h. rueter,2,Middle,1,1,henry,male
Vis,1990,10.1109/VISUAL.1990.146374,kevin biolsi,3,Middle,1,1,kevin,male
Vis,1990,10.1109/VISUAL.1990.146374,neff walker,4,Last,1,1,neff,male
Vis,1990,10.1109/VISUAL.1990.146375,stephen wehrend,1,First,1,1,stephen,male
Vis,1990,10.1109/VISUAL.1990.146375,clayton lewis,2,Last,6,1,clayton,male
Vis,1990,10.1109/VISUAL.1990.146376,nahum d. gershon,1,First,1,1,nahum,male
Vis,1990,10.1109/VISUAL.1990.146377,kalpathi r. subramanian,1,First,1,1,kalpathi,
Vis,1990,10.1109/VISUAL.1990.146377,donald s. fussell,2,Last,11,1,donald,male
Vis,1990,10.1109/VISUAL.1990.146378,arie e. kaufman,1,First,15,1,arie,male
Vis,1990,10.1109/VISUAL.1990.146378,roni yagel,2,Middle,1,1,roni,male
Vis,1990,10.1109/VISUAL.1990.146378,reuven bakalash,3,Middle,6,1,reuven,male
Vis,1990,10.1109/VISUAL.1990.146378,i. spector,4,Last,1,1,i.,
Vis,1990,10.1109/VISUAL.1990.146379,lori l. scarlatos,1,First,1,1,lori,female
Vis,1990,10.1109/VISUAL.1990.146379,theodosios pavlidis,2,Last,25,1,theodosios,male
Vis,1990,10.1109/VISUAL.1990.146380,gyorgy fekete,1,First,10,1,gyorgy,male
Vis,1990,10.1109/VISUAL.1990.146381,hans hagen,1,First,6,1,hans,male
Vis,1990,10.1109/VISUAL.1990.146381,thomas schreiber,2,Middle,1,1,thomas,male
Vis,1990,10.1109/VISUAL.1990.146381,ernst gschwind,3,Last,1,1,ernst,male
Vis,1990,10.1109/VISUAL.1990.146382,chieh-cheng yen,1,First,1,1,chieh-cheng,
Vis,1990,10.1109/VISUAL.1990.146382,keith w. bedford,2,Middle,1,1,keith,male
Vis,1990,10.1109/VISUAL.1990.146382,jill kempf,3,Middle,1,1,jill,female
Vis,1990,10.1109/VISUAL.1990.146382,robert e. marshall,4,Last,1,1,robert,male
Vis,1990,10.1109/VISUAL.1990.146383,binh pham 0001,1,First,3,1,binh,male
Vis,1990,10.1109/VISUAL.1990.146384,john c. hart,1,First,2,1,john,male
Vis,1990,10.1109/VISUAL.1990.146384,louis h. kauffman,2,Middle,2,1,louis,male
Vis,1990,10.1109/VISUAL.1990.146384,dan sandin,3,Last,8,1,dan,male
Vis,1990,10.1109/VISUAL.1990.146385,yan ke,1,First,4,1,yan,male
Vis,1990,10.1109/VISUAL.1990.146385,e. s. panduranga,2,Last,1,1,e.,
Vis,1990,10.1109/VISUAL.1990.146386,jeffrey leblanc,1,First,1,1,jeffrey,male
Vis,1990,10.1109/VISUAL.1990.146386,matthew o. ward,2,Middle,9,1,matthew,male
Vis,1990,10.1109/VISUAL.1990.146386,norman wittels,3,Last,1,1,norman,male
Vis,1990,10.1109/VISUAL.1990.146387,jeff beddow,1,First,1,1,jeff,male
Vis,1990,10.1109/VISUAL.1990.146388,thomas a. foley,1,First,5,1,thomas,male
Vis,1990,10.1109/VISUAL.1990.146388,david a. lane,2,Last,1,1,david,male
Vis,1990,10.1109/VISUAL.1990.146389,ted mihalisin,1,First,1,1,ted,male
Vis,1990,10.1109/VISUAL.1990.146389,e. grawlinksi,2,Middle,1,1,e.,
Vis,1990,10.1109/VISUAL.1990.146389,john timlin,3,Middle,1,1,john,male
Vis,1990,10.1109/VISUAL.1990.146389,john schwegler,4,Last,1,1,john,male
Vis,1990,10.1109/VISUAL.1990.146390,ray j. meyers,1,First,3,1,ray,male
Vis,1990,10.1109/VISUAL.1990.146390,michael b. stephenson,2,Last,10,1,michael,male
Vis,1990,10.1109/VISUAL.1990.146391,wolfgang krüger,1,First,3,1,wolfgang,male
Vis,1990,10.1109/VISUAL.1990.146392,j. l. pajon,1,First,1,1,j.,
Vis,1990,10.1109/VISUAL.1990.146392,v. bui tran,2,Last,1,1,v.,
Vis,1990,10.1109/VISUAL.1990.146393,david p. dobkin,1,First,18,1,david,male
Vis,1990,10.1109/VISUAL.1990.146393,e. s. panduranga,2,Middle,1,2,e.,
Vis,1990,10.1109/VISUAL.1990.146393,m. zhu,3,Last,4,1,m.,
Vis,1990,10.1109/VISUAL.1990.146394,philip c. hsu,1,First,1,1,philip,male
Vis,1990,10.1109/VISUAL.1990.146394,john staudhammer,2,Last,17,1,john,male
Vis,1990,10.1109/VISUAL.1990.146395,debra dooley,1,First,1,1,debra,female
Vis,1990,10.1109/VISUAL.1990.146395,michael f. cohen,2,Last,6,1,michael,male
Vis,1990,10.1109/VISUAL.1990.146396,keith voegele,1,First,1,1,keith,male
Vis,1990,10.1109/VISUAL.1990.146397,donald l. brittain,1,First,1,1,donald,male
Vis,1990,10.1109/VISUAL.1990.146397,josh aller,2,Middle,1,1,josh,male
Vis,1990,10.1109/VISUAL.1990.146397,michael wilson,3,Middle,5,1,michael,male
Vis,1990,10.1109/VISUAL.1990.146397,sue-ling c. wang,4,Last,1,1,sue-ling,female
Vis,1990,10.1109/VISUAL.1990.146398,elizabeth m. wenzel,1,First,1,1,elizabeth,female
Vis,1990,10.1109/VISUAL.1990.146398,scott s. fisher,2,Middle,2,1,scott,male
Vis,1990,10.1109/VISUAL.1990.146398,philip k. stone,3,Middle,1,1,philip,male
Vis,1990,10.1109/VISUAL.1990.146398,scott h. foster,4,Last,11,1,scott,male
Vis,1990,10.1109/VISUAL.1990.146399,richard l. phillips,1,First,14,1,richard,male
Vis,1990,10.1109/VISUAL.1990.146400,michael j. laszlo,1,First,4,1,michael,male
Vis,1990,10.1109/VISUAL.1990.146401,alyn p. rockwood,1,First,10,1,alyn,male
Vis,1990,10.1109/VISUAL.1990.146402,alfred inselberg,1,First,6,1,alfred,male
Vis,1990,10.1109/VISUAL.1990.146402,bernard dimsdale,2,Last,28,1,bernard,male
Vis,1990,10.1109/VISUAL.1990.146403,dieter lasser,1,First,6,1,dieter,male
Vis,1990,10.1109/VISUAL.1990.146412,gerald w. edgar,1,First,1,1,gerald,male
Vis,1990,10.1109/VISUAL.1990.146413,stephen l. senft,1,First,1,1,stephen,male
Vis,1990,10.1109/VISUAL.1990.146413,vincent j. argio,2,Middle,1,1,vincent,male
Vis,1990,10.1109/VISUAL.1990.146413,william l. van zandt,3,Last,1,1,william,male
Vis,1990,10.1109/VISUAL.1990.146414,laurin herr,1,First,8,1,laurin,male
Vis,1990,10.1109/VISUAL.1990.146415,wayne e. fordyce,1,First,1,1,wayne,male
Vis,1990,10.1109/VISUAL.1990.146415,jeffrey ventrella,2,Last,1,1,jeffrey,male
Vis,1990,10.1109/VISUAL.1990.146416,steve m. legensky,1,First,1,1,steve,male
Vis,1990,10.1109/VISUAL.1990.146417,david a. prawel,1,First,1,1,david,male
Vis,1990,10.1109/VISUAL.1990.146418,quentin e. dolecek,1,First,1,1,quentin,male
Vis,1990,10.1109/VISUAL.1990.146418,k. moorjani,2,Middle,1,1,k.,
Vis,1990,10.1109/VISUAL.1990.146418,b. f. kim,3,Middle,1,1,b.,
Vis,1990,10.1109/VISUAL.1990.146418,d. g. tilley,4,Middle,1,1,d.,
Vis,1990,10.1109/VISUAL.1990.146418,thomas s. denney jr.,5,Last,1,1,thomas,male
Vis,1990,10.1109/VISUAL.1990.146419,brian k. christensen,1,First,1,1,brian,male
Vis,1990,10.1109/VISUAL.1990.146419,lisa m. desjarlais,2,Last,1,1,lisa,female
Vis,1991,10.1109/VISUAL.1991.175771,steve bryson,1,First,1,1,steve,male
Vis,1991,10.1109/VISUAL.1991.175771,creon levit,2,Last,3,1,creon,male
Vis,1991,10.1109/VISUAL.1991.175770,deborah silver,1,First,4,1,deborah,female
Vis,1991,10.1109/VISUAL.1991.175770,m. gao,2,Middle,1,1,m.,
Vis,1991,10.1109/VISUAL.1991.175770,norman j. zabusky,3,Last,1,1,norman,male
Vis,1991,10.1109/VISUAL.1991.175772,paul gene swann,1,First,1,1,paul,male
Vis,1991,10.1109/VISUAL.1991.175772,sudhanshu kumar semwal,2,Last,1,1,sudhanshu,male
Vis,1991,10.1109/VISUAL.1991.175773,al globus,1,First,2,2,al,male
Vis,1991,10.1109/VISUAL.1991.175773,creon levit,2,Middle,3,2,creon,male
Vis,1991,10.1109/VISUAL.1991.175773,t. lasinski,3,Last,1,1,t.,
Vis,1991,10.1109/VISUAL.1991.175776,h. w. park,1,First,1,1,h.,
Vis,1991,10.1109/VISUAL.1991.175776,k. s. eo,2,Middle,1,1,k.,
Vis,1991,10.1109/VISUAL.1991.175776,d. l. kim,3,Middle,1,1,d.,
Vis,1991,10.1109/VISUAL.1991.175776,b. k. choi,4,Middle,2,1,b.,
Vis,1991,10.1109/VISUAL.1991.175776,yongmin kim 0001,5,Middle,6,1,yongmin,male
Vis,1991,10.1109/VISUAL.1991.175776,t. alexander,6,Last,1,1,t.,
Vis,1991,10.1109/VISUAL.1991.175777,peter schröder,1,First,2,1,peter,male
Vis,1991,10.1109/VISUAL.1991.175777,james b. salem,2,Last,4,1,james,male
Vis,1991,10.1109/VISUAL.1991.175778,terry s. yoo,1,First,1,1,terry,male
Vis,1991,10.1109/VISUAL.1991.175778,ulrich neumann,2,Middle,1,1,ulrich,male
Vis,1991,10.1109/VISUAL.1991.175778,henry fuchs,3,Middle,15,1,henry,male
Vis,1991,10.1109/VISUAL.1991.175778,stephen m. pizer,4,Middle,26,1,stephen,male
Vis,1991,10.1109/VISUAL.1991.175778,tim j. cullip,5,Middle,3,1,tim,male
Vis,1991,10.1109/VISUAL.1991.175778,john rhoades,6,Middle,1,1,john,male
Vis,1991,10.1109/VISUAL.1991.175778,ross t. whitaker,7,Last,2,1,ross,male
Vis,1991,10.1109/VISUAL.1991.175780,richard s. gallagher,1,First,3,1,richard,male
Vis,1991,10.1109/VISUAL.1991.175781,david watson,1,First,1,1,david,male
Vis,1991,10.1109/VISUAL.1991.175781,jakub wejchert,2,Middle,3,1,jakub,male
Vis,1991,10.1109/VISUAL.1991.175781,david w. williams,3,Middle,1,1,david,male
Vis,1991,10.1109/VISUAL.1991.175781,bri m. collins,4,Last,1,1,bri,female
Vis,1991,10.1109/VISUAL.1991.175782,gregory m. nielson,1,First,8,2,gregory,male
Vis,1991,10.1109/VISUAL.1991.175782,bernd hamann,2,Last,2,2,bernd,male
Vis,1991,10.1109/VISUAL.1991.175784,lawrence j. rosenblum,1,First,3,1,lawrence,male
Vis,1991,10.1109/VISUAL.1991.175784,behzad kamgar-parsi,2,Middle,4,1,behzad,male
Vis,1991,10.1109/VISUAL.1991.175784,edward o. belcher,3,Middle,9,1,edward,male
Vis,1991,10.1109/VISUAL.1991.175784,ola engelsen,4,Last,1,1,ola,female
Vis,1991,10.1109/VISUAL.1991.175785,nelson l. max,1,First,17,1,nelson,male
Vis,1991,10.1109/VISUAL.1991.175786,robert h. wolfe,1,First,4,1,robert,male
Vis,1991,10.1109/VISUAL.1991.175786,mark needels,2,Middle,1,1,mark,male
Vis,1991,10.1109/VISUAL.1991.175786,john d. joannopoulos,3,Last,1,1,john,male
Vis,1991,10.1109/VISUAL.1991.175787,william e. lorensen,1,First,5,1,william,male
Vis,1991,10.1109/VISUAL.1991.175787,boris yamrom,2,Last,1,1,boris,male
Vis,1991,10.1109/VISUAL.1991.175789,william j. schroeder,1,First,1,1,william,male
Vis,1991,10.1109/VISUAL.1991.175789,christopher r. volpe,2,Middle,1,1,christopher,male
Vis,1991,10.1109/VISUAL.1991.175789,william e. lorensen,3,Last,5,2,william,male
Vis,1991,10.1109/VISUAL.1991.175790,bowen alpern,1,First,9,2,bowen,male
Vis,1991,10.1109/VISUAL.1991.175790,larry carter,2,Last,18,2,larry,male
Vis,1991,10.1109/VISUAL.1991.175791,w. r. feeney,1,First,1,1,w.,
Vis,1991,10.1109/VISUAL.1991.175792,r. victor klassen,1,First,5,1,r.,
Vis,1991,10.1109/VISUAL.1991.175792,steven j. harrington,2,Last,13,1,steven,male
Vis,1991,10.1109/VISUAL.1991.175794,andreas buja,1,First,2,1,andreas,male
Vis,1991,10.1109/VISUAL.1991.175794,john alan mcdonald,2,Middle,3,1,john,male
Vis,1991,10.1109/VISUAL.1991.175794,j. michalak,3,Middle,1,1,j.,
Vis,1991,10.1109/VISUAL.1991.175794,werner stuetzle,4,Last,2,1,werner,male
Vis,1991,10.1109/VISUAL.1991.175795,haim levkowitz,1,First,1,1,haim,male
Vis,1991,10.1109/VISUAL.1991.175796,ted mihalisin,1,First,2,2,ted,male
Vis,1991,10.1109/VISUAL.1991.175796,john timlin,2,Middle,2,2,john,male
Vis,1991,10.1109/VISUAL.1991.175796,john schwegler,3,Last,2,2,john,male
Vis,1991,10.1109/VISUAL.1991.175797,kenneth p. hinkley,1,First,1,1,kenneth,male
Vis,1991,10.1109/VISUAL.1991.175797,matthew o. ward,2,Last,10,2,matthew,male
Vis,1991,10.1109/VISUAL.1991.175799,nahum d. gershon,1,First,2,2,nahum,male
Vis,1991,10.1109/VISUAL.1991.175800,s. k. law,1,First,1,1,s.,
Vis,1991,10.1109/VISUAL.1991.175800,p. l. nunez,2,Middle,1,1,p.,
Vis,1991,10.1109/VISUAL.1991.175800,a. f. westdorp,3,Middle,1,1,a.,
Vis,1991,10.1109/VISUAL.1991.175800,a. v. nelson,4,Middle,1,1,a.,
Vis,1991,10.1109/VISUAL.1991.175800,k. l. pilgreen,5,Last,1,1,k.,
Vis,1991,10.1109/VISUAL.1991.175801,guang-zhong yang,1,First,2,1,guang-zhong,
Vis,1991,10.1109/VISUAL.1991.175801,peter burger,2,Middle,4,1,peter,male
Vis,1991,10.1109/VISUAL.1991.175801,philip j. kilner,3,Middle,1,1,philip,male
Vis,1991,10.1109/VISUAL.1991.175801,raad mohiaddin,4,Last,1,1,raad,male
Vis,1991,10.1109/VISUAL.1991.175802,nils thune,1,First,5,1,nils,male
Vis,1991,10.1109/VISUAL.1991.175802,bjørn olstad,2,Last,1,1,bjørn,male
Vis,1991,10.1109/VISUAL.1991.175804,thomas a. foley,1,First,6,2,thomas,male
Vis,1991,10.1109/VISUAL.1991.175804,david a. lane,2,Last,2,2,david,male
Vis,1991,10.1109/VISUAL.1991.175805,roni yagel,1,First,2,2,roni,male
Vis,1991,10.1109/VISUAL.1991.175805,arie e. kaufman,2,Middle,16,2,arie,male
Vis,1991,10.1109/VISUAL.1991.175805,qiang zhang,3,Last,1,1,qiang,male
Vis,1991,10.1109/VISUAL.1991.175806,renben shu,1,First,7,1,renben,male
Vis,1991,10.1109/VISUAL.1991.175806,alan liu,2,Last,3,1,alan,male
Vis,1991,10.1109/VISUAL.1991.175807,t. todd elvins,1,First,1,1,t.,
Vis,1991,10.1109/VISUAL.1991.175807,david r. nadeau,2,Last,1,1,david,male
Vis,1991,10.1109/VISUAL.1991.175809,stuart smith,1,First,12,1,stuart,male
Vis,1991,10.1109/VISUAL.1991.175809,georges g. grinstein,2,Middle,5,1,georges,male
Vis,1991,10.1109/VISUAL.1991.175809,r. daniel bergeron,3,Last,20,1,r.,
Vis,1991,10.1109/VISUAL.1991.175810,allan tuchman,1,First,2,1,allan,male
Vis,1991,10.1109/VISUAL.1991.175810,david jablonowski,2,Middle,4,1,david,male
Vis,1991,10.1109/VISUAL.1991.175810,george cybenko,3,Last,13,1,george,male
Vis,1991,10.1109/VISUAL.1991.175811,roger crawfis,1,First,1,1,roger,male
Vis,1991,10.1109/VISUAL.1991.175811,m. j. allison,2,Last,1,1,m.,
Vis,1991,10.1109/VISUAL.1991.175812,ulrich lang,1,First,5,1,ulrich,male
Vis,1991,10.1109/VISUAL.1991.175812,ruth e. lang,2,Middle,1,1,ruth,female
Vis,1991,10.1109/VISUAL.1991.175812,roland rühle,3,Last,6,1,roland,male
Vis,1991,10.1109/VISUAL.1991.175814,david r. nadeau,1,First,1,2,david,male
Vis,1991,10.1109/VISUAL.1991.175814,t. todd elvins,2,Middle,1,2,t.,
Vis,1991,10.1109/VISUAL.1991.175814,michael j. bailey,3,Last,28,1,michael,male
Vis,1991,10.1109/VISUAL.1991.175815,brian johnson,1,First,14,1,brian,male
Vis,1991,10.1109/VISUAL.1991.175815,ben shneiderman,2,Last,20,1,ben,male
Vis,1991,10.1109/VISUAL.1991.175816,eric grosse,1,First,12,1,eric,male
Vis,1991,10.1109/VISUAL.1991.175818,robert b. haber,1,First,4,1,robert,male
Vis,1991,10.1109/VISUAL.1991.175818,bruce lucas,2,Middle,1,1,bruce,male
Vis,1991,10.1109/VISUAL.1991.175818,nancy s. collins,3,Last,1,1,nancy,female
Vis,1991,10.1109/VISUAL.1991.175819,sandeep kochhar,1,First,2,1,sandeep,male
Vis,1991,10.1109/VISUAL.1991.175819,mark friedell,2,Middle,14,1,mark,male
Vis,1991,10.1109/VISUAL.1991.175819,mark vincent lapolla,3,Last,6,1,mark,male
Vis,1991,10.1109/VISUAL.1991.175820,william c. hill,1,First,3,1,william,male
Vis,1991,10.1109/VISUAL.1991.175820,james d. hollan,2,Last,11,1,james,male
Vis,1991,10.1109/VISUAL.1991.175821,andrew j. hanson,1,First,8,2,andrew,male
Vis,1991,10.1109/VISUAL.1991.175821,pheng-ann heng,2,Last,2,2,pheng-ann,
Vis,1991,10.1109/VISUAL.1991.175830,duncan stevenson,1,First,8,1,duncan,male
Vis,1991,10.1109/VISUAL.1991.175831,neal e. hurlburt,1,First,1,1,neal,male
Vis,1991,10.1109/VISUAL.1991.175831,lola w. anacker,2,Middle,1,1,lola,female
Vis,1991,10.1109/VISUAL.1991.175831,raoul kopelman,3,Last,1,1,raoul,male
Vis,1991,10.1109/VISUAL.1991.175832,quentin e. dolecek,1,First,2,2,quentin,male
Vis,1991,10.1109/VISUAL.1991.175833,steve m. legensky,1,First,2,2,steve,male
Vis,1991,10.1109/VISUAL.1991.175834,david w. robertson,1,First,4,1,david,male
Vis,1991,10.1109/VISUAL.1991.175834,van l. jacobson,2,Middle,1,1,van,male
Vis,1991,10.1109/VISUAL.1991.175834,william e. johnston,3,Middle,13,1,william,male
Vis,1991,10.1109/VISUAL.1991.175834,stewart c. loken,4,Middle,1,1,stewart,male
Vis,1991,10.1109/VISUAL.1991.175834,edward h. theil,5,Middle,1,1,edward,male
Vis,1991,10.1109/VISUAL.1991.175834,brian l. tieney,6,Last,1,1,brian,male
Vis,1991,10.1109/VISUAL.1991.175835,l. van der sluis,1,First,1,1,l.,
Vis,1991,10.1109/VISUAL.1991.175836,nan c. schaller,1,First,1,1,nan,female
Vis,1991,10.1109/VISUAL.1991.175837,robert haimes,1,First,4,1,robert,male
Vis,1991,10.1109/VISUAL.1991.175837,david l. darmofal,2,Last,1,1,david,male
Vis,1991,10.1109/VISUAL.1991.175838,j. burnetti,1,First,1,1,j.,
Vis,1991,10.1109/VISUAL.1991.175838,r. manley,2,Middle,1,1,r.,
Vis,1991,10.1109/VISUAL.1991.175838,w. mitchell,3,Middle,1,1,w.,
Vis,1991,10.1109/VISUAL.1991.175838,d. varnadore,4,Last,1,1,d.,
Vis,1992,10.1109/VISUAL.1992.235193,thierry delmarcelle,1,First,1,1,thierry,male
Vis,1992,10.1109/VISUAL.1992.235193,lambertus hesselink,2,Last,4,2,lambertus,male
Vis,1992,10.1109/VISUAL.1992.235173,c. s. jones,1,First,1,1,c.,
Vis,1992,10.1109/VISUAL.1992.235173,j. a. baca,2,Last,1,1,j.,
Vis,1992,10.1109/VISUAL.1992.235174,norman j. zabusky,1,First,2,2,norman,male
Vis,1992,10.1109/VISUAL.1992.235174,deborah silver,2,Last,5,2,deborah,female
Vis,1992,10.1109/VISUAL.1992.235175,theresa-marie rhyne,1,First,1,1,theresa-marie,female
Vis,1992,10.1109/VISUAL.1992.235175,mark bolstad,2,Middle,1,1,mark,male
Vis,1992,10.1109/VISUAL.1992.235175,penny rheingans,3,Middle,7,1,penny,female
Vis,1992,10.1109/VISUAL.1992.235175,lynne petterson,4,Middle,1,1,lynne,female
Vis,1992,10.1109/VISUAL.1992.235175,walter shackelford,5,Middle,1,1,walter,male
Vis,1992,10.1109/VISUAL.1992.235175,mike e. botts,6,Middle,1,1,mike,male
Vis,1992,10.1109/VISUAL.1992.235175,e. pepke,7,Middle,1,1,e.,
Vis,1992,10.1109/VISUAL.1992.235175,k. w. johnson,8,Middle,1,1,k.,
Vis,1992,10.1109/VISUAL.1992.235175,william l. hibbard,9,Middle,7,2,william,male
Vis,1992,10.1109/VISUAL.1992.235175,charles r. dyer,10,Middle,17,1,charles,male
Vis,1992,10.1109/VISUAL.1992.235175,brian e. paul,11,Middle,1,1,brian,male
Vis,1992,10.1109/VISUAL.1992.235175,lloyd treinish,12,Last,2,1,lloyd,male
Vis,1992,10.1109/VISUAL.1992.235176,j. mcleod,1,First,1,1,j.,
Vis,1992,10.1109/VISUAL.1992.235176,c. small,2,Last,1,1,c.,
Vis,1992,10.1109/VISUAL.1992.235177,philip j. mercurio,1,First,3,1,philip,male
Vis,1992,10.1109/VISUAL.1992.235177,t. todd elvins,2,Middle,2,3,t.,
Vis,1992,10.1109/VISUAL.1992.235177,stephen j. young,3,Last,1,1,stephen,male
Vis,1992,10.1109/VISUAL.1992.235178,robert s. macleod,1,First,1,1,robert,male
Vis,1992,10.1109/VISUAL.1992.235178,n. e. harrison,2,Middle,1,1,n.,
Vis,1992,10.1109/VISUAL.1992.235178,christopher r. johnson 0001,3,Middle,1,1,christopher,male
Vis,1992,10.1109/VISUAL.1992.235178,michael a. matheson,4,Last,1,1,michael,male
Vis,1992,10.1109/VISUAL.1992.235179,alan d. kalvin,1,First,10,1,alan,male
Vis,1992,10.1109/VISUAL.1992.235179,david dean,2,Middle,1,1,david,male
Vis,1992,10.1109/VISUAL.1992.235179,jean-jaques hublin,3,Middle,1,1,jean-jaques,male
Vis,1992,10.1109/VISUAL.1992.235179,m. braun,4,Last,1,1,m.,
Vis,1992,10.1109/VISUAL.1992.235180,r. popovic,1,First,1,1,r.,
Vis,1992,10.1109/VISUAL.1992.235181,m. j. geller,1,First,1,1,m.,
Vis,1992,10.1109/VISUAL.1992.235181,e. e. flaco,2,Middle,1,1,e.,
Vis,1992,10.1109/VISUAL.1992.235181,d. g. fabricant,3,Middle,1,1,d.,
Vis,1992,10.1109/VISUAL.1992.235181,b. estus,4,Last,1,1,b.,
Vis,1992,10.1109/VISUAL.1992.235188,stephen m. ervin,1,First,6,1,stephen,male
Vis,1992,10.1109/VISUAL.1992.235189,james t. kaba,1,First,1,1,james,male
Vis,1992,10.1109/VISUAL.1992.235189,james r. matey,2,Middle,1,1,james,male
Vis,1992,10.1109/VISUAL.1992.235189,gordon stoll,3,Middle,1,1,gordon,male
Vis,1992,10.1109/VISUAL.1992.235189,herb taylor,4,Middle,1,1,herb,male
Vis,1992,10.1109/VISUAL.1992.235189,pat hanrahan,5,Last,10,1,pat,male
Vis,1992,10.1109/VISUAL.1992.235190,john r. wright,1,First,1,1,john,male
Vis,1992,10.1109/VISUAL.1992.235190,julia c. hsieh,2,Last,1,1,julia,female
Vis,1992,10.1109/VISUAL.1992.235191,lori l. scarlatos,1,First,3,2,lori,female
Vis,1992,10.1109/VISUAL.1992.235191,theodosios pavlidis,2,Last,27,2,theodosios,male
Vis,1992,10.1109/VISUAL.1992.235192,mark a. christon,1,First,1,1,mark,male
Vis,1992,10.1109/VISUAL.1992.235192,t. spelce,2,Last,1,1,t.,
Vis,1992,10.1109/VISUAL.1992.235194,t. j. true,1,First,1,1,t.,
Vis,1992,10.1109/VISUAL.1992.235194,j. f. hughes,2,Last,1,1,j.,
Vis,1992,10.1109/VISUAL.1992.235195,david r. nadeau,1,First,2,3,david,male
Vis,1992,10.1109/VISUAL.1992.235195,michael j. bailey,2,Last,29,2,michael,male
Vis,1992,10.1109/VISUAL.1992.235196,steve bryson,1,First,2,2,steve,male
Vis,1992,10.1109/VISUAL.1992.235197,clifford beshers,1,First,4,1,clifford,male
Vis,1992,10.1109/VISUAL.1992.235197,steven k. feiner,2,Last,4,1,steven,male
Vis,1992,10.1109/VISUAL.1992.235198,x. lin,1,First,2,1,x.,
Vis,1992,10.1109/VISUAL.1992.235199,nahum d. gershon,1,First,3,3,nahum,male
