Conference,Year,DOI,Author,AuthorOrder,AuthorOrderRank,CareerAge,CumPaper,AuthorsFirstName,Gender
InfoVis,2003,10.1109/INFVIS.2003.1249018,urska cvek,3,Last,1,1,urska
InfoVis,2003,10.1109/INFVIS.2003.1249019,mark derthick,1,First,17,3,mark
InfoVis,2003,10.1109/INFVIS.2003.1249019,michael g. christel,2,Middle,12,1,michael
InfoVis,2003,10.1109/INFVIS.2003.1249019,alexander g. hauptmann,3,Middle,18,1,alexander
InfoVis,2003,10.1109/INFVIS.2003.1249019,howard d. wactlar,4,Last,10,1,howard
InfoVis,2003,10.1109/INFVIS.2003.1249020,qing li,1,First,16,1,qing
InfoVis,2003,10.1109/INFVIS.2003.1249020,chris north 0001,2,Last,8,4,chris
InfoVis,2003,10.1109/INFVIS.2003.1249021,kenneth l. summers,1,First,1,1,kenneth
InfoVis,2003,10.1109/INFVIS.2003.1249021,timothy e. goldsmith,2,Middle,19,1,timothy
InfoVis,2003,10.1109/INFVIS.2003.1249021,steve kubica,3,Middle,6,1,steve
InfoVis,2003,10.1109/INFVIS.2003.1249021,thomas p. caudell,4,Last,15,1,thomas
InfoVis,2003,10.1109/INFVIS.2003.1249022,sunghee kim,1,First,3,1,sunghee
InfoVis,2003,10.1109/INFVIS.2003.1249022,haleh hagh-shenas,2,Middle,2,1,haleh
InfoVis,2003,10.1109/INFVIS.2003.1249022,victoria interrante,3,Last,15,5,victoria
InfoVis,2003,10.1109/INFVIS.2003.1249023,paul craig,1,First,2,1,paul
InfoVis,2003,10.1109/INFVIS.2003.1249023,jessie kennedy,2,Last,1,1,jessie
InfoVis,2003,10.1109/INFVIS.2003.1249024,hong chen,1,First,16,2,hong
InfoVis,2003,10.1109/INFVIS.2003.1249025,niklas elmqvist,1,First,1,1,niklas
InfoVis,2003,10.1109/INFVIS.2003.1249025,philippas tsigas,2,Last,13,1,philippas
InfoVis,2003,10.1109/INFVIS.2003.1249026,dominique brodbeck,1,First,7,2,dominique
InfoVis,2003,10.1109/INFVIS.2003.1249026,luc girardin,2,Last,6,1,luc
InfoVis,2003,10.1109/INFVIS.2003.1249027,christoph csallner,1,First,1,1,christoph
InfoVis,2003,10.1109/INFVIS.2003.1249027,marcus handte,2,Middle,1,1,marcus
InfoVis,2003,10.1109/INFVIS.2003.1249027,othmar lehmann,3,Middle,1,1,othmar
InfoVis,2003,10.1109/INFVIS.2003.1249027,john t. stasko,4,Last,17,4,john
InfoVis,2003,10.1109/INFVIS.2003.1249028,bernard kerr,1,First,1,1,bernard
InfoVis,2003,10.1109/INFVIS.2003.1249029,rhazes spell,1,First,1,1,rhazes
InfoVis,2003,10.1109/INFVIS.2003.1249029,rachael brady,2,Middle,8,1,rachael
InfoVis,2003,10.1109/INFVIS.2003.1249029,fred dietrich,3,Last,1,1,fred
InfoVis,2003,10.1109/INFVIS.2003.1249030,frank van ham,1,First,3,3,frank
InfoVis,2003,10.1109/INFVIS.2003.1249031,tobias skog,1,First,4,1,tobias
InfoVis,2003,10.1109/INFVIS.2003.1249031,sara ljungblad,2,Middle,2,1,sara
InfoVis,2003,10.1109/INFVIS.2003.1249031,lars erik holmquist,3,Last,7,2,lars
InfoVis,2003,10.1109/INFVIS.2003.1249032,daniel c. glaser,1,First,1,1,daniel
InfoVis,2003,10.1109/INFVIS.2003.1249032,roger tan,2,Middle,1,1,roger
InfoVis,2003,10.1109/INFVIS.2003.1249032,john f. canny,3,Middle,21,1,john
InfoVis,2003,10.1109/INFVIS.2003.1249032,ellen yi-luen do,4,Last,9,1,ellen
Vis,2003,10.1109/VISUAL.2003.1250351,laurent saroul,1,First,1,1,laurent
Vis,2003,10.1109/VISUAL.2003.1250351,sebastian gerlach,2,Middle,2,1,sebastian
Vis,2003,10.1109/VISUAL.2003.1250351,roger d. hersch,3,Last,22,1,roger
Vis,2003,10.1109/VISUAL.2003.1250352,robert albert,1,First,1,1,robert
Vis,2003,10.1109/VISUAL.2003.1250352,noah syroid,2,Middle,3,2,noah
Vis,2003,10.1109/VISUAL.2003.1250352,yinqi zhang,3,Middle,2,1,yinqi
Vis,2003,10.1109/VISUAL.2003.1250352,james agutter,4,Middle,5,2,james
Vis,2003,10.1109/VISUAL.2003.1250352,frank drews,5,Middle,3,2,frank
Vis,2003,10.1109/VISUAL.2003.1250352,david l. strayer,6,Middle,3,2,david
Vis,2003,10.1109/VISUAL.2003.1250352,george hutchinson,7,Middle,41,1,george
Vis,2003,10.1109/VISUAL.2003.1250352,dwayne r. westenskow,8,Last,7,2,dwayne
Vis,2003,10.1109/VISUAL.2003.1250353,armin kanitsar,1,First,3,4,armin
Vis,2003,10.1109/VISUAL.2003.1250353,rainer wegenkittl,2,Middle,7,9,rainer
Vis,2003,10.1109/VISUAL.2003.1250353,dominik fleischmann,3,Middle,3,4,dominik
Vis,2003,10.1109/VISUAL.2003.1250353,m. eduard gröller,4,Last,13,13,m.
Vis,2003,10.1109/VISUAL.2003.1250354,david c. banks,1,First,10,9,david
Vis,2003,10.1109/VISUAL.2003.1250354,stephen a. linton,2,Last,9,1,stephen
Vis,2003,10.1109/VISUAL.2003.1250355,gregory m. nielson,1,First,20,11,gregory
Vis,2003,10.1109/VISUAL.2003.1250356,andrzej szymczak,1,First,5,2,andrzej
Vis,2003,10.1109/VISUAL.2003.1250356,james vanderhyde,2,Last,6,1,james
Vis,2003,10.1109/VISUAL.2003.1250357,aaron e. lefohn,1,First,1,1,aaron
Vis,2003,10.1109/VISUAL.2003.1250357,joe michael kniss,2,Middle,3,3,joe
Vis,2003,10.1109/VISUAL.2003.1250357,charles d. hansen,3,Middle,17,12,charles
Vis,2003,10.1109/VISUAL.2003.1250357,ross t. whitaker,4,Last,14,4,ross
Vis,2003,10.1109/VISUAL.2003.1250358,christian sigg,1,First,1,1,christian
Vis,2003,10.1109/VISUAL.2003.1250358,ronald peikert,2,Middle,17,5,ronald
Vis,2003,10.1109/VISUAL.2003.1250358,markus h. gross,3,Last,14,11,markus
Vis,2003,10.1109/VISUAL.2003.1250359,hui xie 0001,1,First,3,1,hui
Vis,2003,10.1109/VISUAL.2003.1250359,jianning wang,2,Middle,2,1,jianning
Vis,2003,10.1109/VISUAL.2003.1250359,jing hua,3,Middle,5,1,jing
Vis,2003,10.1109/VISUAL.2003.1250359,hong qin,4,Middle,10,2,hong
Vis,2003,10.1109/VISUAL.2003.1250359,arie e. kaufman,5,Last,28,32,arie
Vis,2003,10.1109/VISUAL.2003.1250360,gokul varadhan,1,First,2,2,gokul
Vis,2003,10.1109/VISUAL.2003.1250360,shankar krishnan,2,Middle,9,1,shankar
Vis,2003,10.1109/VISUAL.2003.1250360,young j. kim,3,Middle,15,1,young
Vis,2003,10.1109/VISUAL.2003.1250360,dinesh manocha,4,Last,14,6,dinesh
Vis,2003,10.1109/VISUAL.2003.1250361,daniel weiskopf,1,First,7,4,daniel
Vis,2003,10.1109/VISUAL.2003.1250361,gordon erlebacher,2,Middle,9,5,gordon
Vis,2003,10.1109/VISUAL.2003.1250361,thomas ertl,3,Last,15,17,thomas
Vis,2003,10.1109/VISUAL.2003.1250362,timothy urness,1,First,1,1,timothy
Vis,2003,10.1109/VISUAL.2003.1250362,victoria interrante,2,Middle,15,6,victoria
Vis,2003,10.1109/VISUAL.2003.1250362,ivan marusic,3,Middle,1,1,ivan
Vis,2003,10.1109/VISUAL.2003.1250362,ellen longmire,4,Middle,1,1,ellen
Vis,2003,10.1109/VISUAL.2003.1250362,bharathram ganapathisubramani,5,Last,1,1,bharathram
Vis,2003,10.1109/VISUAL.2003.1250363,jarke j. van wijk,1,First,21,18,jarke
Vis,2003,10.1109/VISUAL.2003.1250364,robert s. laramee,1,First,3,1,robert
Vis,2003,10.1109/VISUAL.2003.1250364,bruno jobard,2,Middle,7,4,bruno
Vis,2003,10.1109/VISUAL.2003.1250364,helwig hauser,3,Last,4,6,helwig
Vis,2003,10.1109/VISUAL.2003.1250365,peer-timo bremer,1,First,1,1,peer-timo
Vis,2003,10.1109/VISUAL.2003.1250365,herbert edelsbrunner,2,Middle,23,1,herbert
Vis,2003,10.1109/VISUAL.2003.1250365,bernd hamann,3,Middle,14,14,bernd
Vis,2003,10.1109/VISUAL.2003.1250365,valerio pascucci,4,Last,11,8,valerio
Vis,2003,10.1109/VISUAL.2003.1250366,paolo cignoni,1,First,11,3,paolo
Vis,2003,10.1109/VISUAL.2003.1250366,fabio ganovelli,2,Middle,4,1,fabio
Vis,2003,10.1109/VISUAL.2003.1250366,enrico gobbetti,3,Middle,12,3,enrico
Vis,2003,10.1109/VISUAL.2003.1250366,fabio marton,4,Middle,5,1,fabio
Vis,2003,10.1109/VISUAL.2003.1250366,federico ponchio,5,Middle,2,1,federico
Vis,2003,10.1109/VISUAL.2003.1250366,roberto scopigno,6,Last,15,4,roberto
Vis,2003,10.1109/VISUAL.2003.1250367,vasily volkov,1,First,1,1,vasily
Vis,2003,10.1109/VISUAL.2003.1250367,ling li 0006,2,Last,8,1,ling
Vis,2003,10.1109/VISUAL.2003.1250368,sung-eui yoon,1,First,1,1,sung-eui
Vis,2003,10.1109/VISUAL.2003.1250368,brian salomon,2,Middle,1,1,brian
Vis,2003,10.1109/VISUAL.2003.1250368,dinesh manocha,3,Last,14,7,dinesh
Vis,2003,10.1109/VISUAL.2003.1250369,anthony j. sherbondy,1,First,3,1,anthony
Vis,2003,10.1109/VISUAL.2003.1250369,michael houston,2,Middle,1,1,michael
Vis,2003,10.1109/VISUAL.2003.1250369,sandy napel,3,Last,10,1,sandy
Vis,2003,10.1109/VISUAL.2003.1250370,dirk bartz,1,First,7,2,dirk
Vis,2003,10.1109/VISUAL.2003.1250370,dirk mayer,2,Middle,1,1,dirk
Vis,2003,10.1109/VISUAL.2003.1250370,jan fischer,3,Middle,3,1,jan
Vis,2003,10.1109/VISUAL.2003.1250370,sebastian ley,4,Middle,1,1,sebastian
Vis,2003,10.1109/VISUAL.2003.1250370,ángel del río,5,Middle,2,1,ángel
Vis,2003,10.1109/VISUAL.2003.1250370,steffi thust,6,Middle,1,1,steffi
Vis,2003,10.1109/VISUAL.2003.1250370,claus peter heussel,7,Middle,1,1,claus
Vis,2003,10.1109/VISUAL.2003.1250370,hans-ulrich kauczor,8,Middle,1,1,hans-ulrich
Vis,2003,10.1109/VISUAL.2003.1250370,wolfgang straßer,9,Last,32,11,wolfgang
Vis,2003,10.1109/VISUAL.2003.1250371,ariel shamir,1,First,8,2,ariel
Vis,2003,10.1109/VISUAL.2003.1250372,julia ebling,1,First,1,1,julia
Vis,2003,10.1109/VISUAL.2003.1250372,gerik scheuermann,2,Last,7,8,gerik
Vis,2003,10.1109/VISUAL.2003.1250373,udeepta bordoloi,1,First,2,1,udeepta
Vis,2003,10.1109/VISUAL.2003.1250373,han-wei shen,2,Last,10,7,han-wei
Vis,2003,10.1109/VISUAL.2003.1250374,guangfeng ji,1,First,1,1,guangfeng
Vis,2003,10.1109/VISUAL.2003.1250374,han-wei shen,2,Middle,10,8,han-wei
Vis,2003,10.1109/VISUAL.2003.1250374,rephael wenger,3,Last,17,3,rephael
Vis,2003,10.1109/VISUAL.2003.1250375,yi-jen chiang,1,First,13,3,yi-jen
Vis,2003,10.1109/VISUAL.2003.1250376,holger theisel,1,First,9,1,holger
Vis,2003,10.1109/VISUAL.2003.1250376,tino weinkauf,2,Middle,4,1,tino
Vis,2003,10.1109/VISUAL.2003.1250376,hans-christian hege,3,Middle,13,5,hans-christian
Vis,2003,10.1109/VISUAL.2003.1250376,hans-peter seidel,4,Last,16,2,hans-peter
Vis,2003,10.1109/VISUAL.2003.1250377,alexandru telea,1,First,7,4,alexandru
Vis,2003,10.1109/VISUAL.2003.1250377,jarke j. van wijk,2,Last,21,19,jarke
Vis,2003,10.1109/VISUAL.2003.1250378,guo-shi li,1,First,1,1,guo-shi
Vis,2003,10.1109/VISUAL.2003.1250378,udeepta bordoloi,2,Middle,2,2,udeepta
Vis,2003,10.1109/VISUAL.2003.1250378,han-wei shen,3,Last,10,9,han-wei
Vis,2003,10.1109/VISUAL.2003.1250379,xiaoqiang zheng,1,First,8,2,xiaoqiang
Vis,2003,10.1109/VISUAL.2003.1250379,alex t. pang,2,Last,14,14,alex
Vis,2003,10.1109/VISUAL.2003.1250380,ming wan,1,First,8,9,ming
Vis,2003,10.1109/VISUAL.2003.1250380,william a. mcneely,2,Last,11,1,william
Vis,2003,10.1109/VISUAL.2003.1250381,milan ikits,1,First,7,1,milan
Vis,2003,10.1109/VISUAL.2003.1250381,j. dean brederson,2,Middle,6,1,j.
Vis,2003,10.1109/VISUAL.2003.1250381,charles d. hansen,3,Middle,17,13,charles
Vis,2003,10.1109/VISUAL.2003.1250381,christopher r. johnson 0001,4,Last,12,6,christopher
Vis,2003,10.1109/VISUAL.2003.1250382,ye zhao,1,First,1,1,ye
Vis,2003,10.1109/VISUAL.2003.1250382,xiaoming wei,2,Middle,3,3,xiaoming
Vis,2003,10.1109/VISUAL.2003.1250382,zhe fan,3,Middle,1,1,zhe
Vis,2003,10.1109/VISUAL.2003.1250382,arie e. kaufman,4,Middle,28,33,arie
Vis,2003,10.1109/VISUAL.2003.1250382,hong qin,5,Last,10,3,hong
Vis,2003,10.1109/VISUAL.2003.1250383,kirk riley,1,First,1,1,kirk
Vis,2003,10.1109/VISUAL.2003.1250383,david s. ebert,2,Middle,14,8,david
Vis,2003,10.1109/VISUAL.2003.1250383,charles d. hansen,3,Middle,17,14,charles
Vis,2003,10.1109/VISUAL.2003.1250383,jason j. levit,4,Last,1,1,jason
Vis,2003,10.1109/VISUAL.2003.1250385,jens schneider,1,First,3,1,jens
Vis,2003,10.1109/VISUAL.2003.1250385,rüdiger westermann,2,Last,12,7,rüdiger
Vis,2003,10.1109/VISUAL.2003.1250386,markus hadwiger,1,First,3,1,markus
Vis,2003,10.1109/VISUAL.2003.1250386,christoph berger,2,Middle,4,1,christoph
Vis,2003,10.1109/VISUAL.2003.1250386,helwig hauser,3,Last,4,7,helwig
Vis,2003,10.1109/VISUAL.2003.1250387,ivan viola,1,First,2,1,ivan
Vis,2003,10.1109/VISUAL.2003.1250387,armin kanitsar,2,Middle,3,5,armin
Vis,2003,10.1109/VISUAL.2003.1250387,m. eduard gröller,3,Last,13,14,m.
Vis,2003,10.1109/VISUAL.2003.1250388,wei li 0004,1,First,12,2,wei
Vis,2003,10.1109/VISUAL.2003.1250388,klaus mueller,2,Middle,8,9,klaus
Vis,2003,10.1109/VISUAL.2003.1250388,arie e. kaufman,3,Last,28,34,arie
Vis,2003,10.1109/VISUAL.2003.1250389,christopher s. co,1,First,1,1,christopher
Vis,2003,10.1109/VISUAL.2003.1250389,bjørn heckel,2,Middle,8,2,bjørn
Vis,2003,10.1109/VISUAL.2003.1250389,hans hagen,3,Middle,19,12,hans
Vis,2003,10.1109/VISUAL.2003.1250389,bernd hamann,4,Middle,14,15,bernd
Vis,2003,10.1109/VISUAL.2003.1250389,kenneth i. joy,5,Last,18,10,kenneth
Vis,2003,10.1109/VISUAL.2003.1250390,manfred weiler,1,First,4,2,manfred
Vis,2003,10.1109/VISUAL.2003.1250390,martin kraus,2,Middle,4,3,martin
Vis,2003,10.1109/VISUAL.2003.1250390,markus merz,3,Middle,1,1,markus
Vis,2003,10.1109/VISUAL.2003.1250390,thomas ertl,4,Last,15,18,thomas
Vis,2003,10.1109/VISUAL.2003.1250391,jinzhu gao,1,First,3,1,jinzhu
Vis,2003,10.1109/VISUAL.2003.1250391,jian huang 0007,2,Middle,1,1,jian
Vis,2003,10.1109/VISUAL.2003.1250391,han-wei shen,3,Middle,10,10,han-wei
Vis,2003,10.1109/VISUAL.2003.1250391,james arthur kohl,4,Last,14,1,james
Vis,2003,10.1109/VISUAL.2003.1250392,david akers,1,First,2,1,david
Vis,2003,10.1109/VISUAL.2003.1250392,frank losasso,2,Middle,2,1,frank
Vis,2003,10.1109/VISUAL.2003.1250392,jeff klingner,3,Middle,2,2,jeff
Vis,2003,10.1109/VISUAL.2003.1250392,maneesh agrawala,4,Middle,9,1,maneesh
Vis,2003,10.1109/VISUAL.2003.1250392,john rick,5,Middle,1,1,john
Vis,2003,10.1109/VISUAL.2003.1250392,pat hanrahan,6,Last,21,6,pat
Vis,2003,10.1109/VISUAL.2003.1250394,a. james stewart,1,First,15,1,a.
Vis,2003,10.1109/VISUAL.2003.1250395,michael halle,1,First,8,1,michael
Vis,2003,10.1109/VISUAL.2003.1250395,jeanette c. meng,2,Last,1,1,jeanette
Vis,2003,10.1109/VISUAL.2003.1250396,melanie tory,1,First,3,2,melanie
Vis,2003,10.1109/VISUAL.2003.1250397,marc p. persoon,1,First,1,1,marc
Vis,2003,10.1109/VISUAL.2003.1250397,iwo serlie,2,Middle,3,1,iwo
Vis,2003,10.1109/VISUAL.2003.1250397,frits h. post,3,Middle,18,5,frits
Vis,2003,10.1109/VISUAL.2003.1250397,roel truyen,4,Middle,3,1,roel
Vis,2003,10.1109/VISUAL.2003.1250397,frans vos,5,Last,11,2,frans
Vis,2003,10.1109/VISUAL.2003.1250398,martin hering-bertram,1,First,4,3,martin
Vis,2003,10.1109/VISUAL.2003.1250399,christian rössl,1,First,4,1,christian
Vis,2003,10.1109/VISUAL.2003.1250399,frank zeilfelder,2,Middle,3,2,frank
Vis,2003,10.1109/VISUAL.2003.1250399,günther nürnberger,3,Middle,8,1,günther
Vis,2003,10.1109/VISUAL.2003.1250399,hans-peter seidel,4,Last,16,3,hans-peter
Vis,2003,10.1109/VISUAL.2003.1250400,michael j. mcguffin,1,First,2,1,michael
Vis,2003,10.1109/VISUAL.2003.1250400,liviu tancau,2,Middle,1,1,liviu
Vis,2003,10.1109/VISUAL.2003.1250400,ravin balakrishnan,3,Last,10,1,ravin
Vis,2003,10.1109/VISUAL.2003.1250401,gareth daniel,1,First,1,1,gareth
Vis,2003,10.1109/VISUAL.2003.1250401,min chen 0001,2,Last,17,3,min
Vis,2003,10.1109/VISUAL.2003.1250402,jonathan woodring,1,First,5,1,jonathan
Vis,2003,10.1109/VISUAL.2003.1250402,chaoli wang 0001,2,Middle,1,1,chaoli
Vis,2003,10.1109/VISUAL.2003.1250402,han-wei shen,3,Last,10,11,han-wei
Vis,2003,10.1109/VISUAL.2003.1250403,tomihisa welsh,1,First,3,2,tomihisa
Vis,2003,10.1109/VISUAL.2003.1250403,klaus mueller,2,Last,8,10,klaus
Vis,2003,10.1109/VISUAL.2003.1250404,matthias hopf,1,First,7,2,matthias
Vis,2003,10.1109/VISUAL.2003.1250404,thomas ertl,2,Last,15,19,thomas
Vis,2003,10.1109/VISUAL.2003.1250405,huamin qu,1,First,5,2,huamin
Vis,2003,10.1109/VISUAL.2003.1250405,arie e. kaufman,2,Middle,28,35,arie
Vis,2003,10.1109/VISUAL.2003.1250405,ran shao,3,Middle,1,1,ran
Vis,2003,10.1109/VISUAL.2003.1250405,ankush kumar,4,Last,1,1,ankush
Vis,2003,10.1109/VISUAL.2003.1250406,balázs csébfalvi,1,First,7,2,balázs
Vis,2003,10.1109/VISUAL.2003.1250406,lászló szirmay-kalos,2,Last,12,1,lászló
Vis,2003,10.1109/VISUAL.2003.1250407,marco tarini,1,First,5,1,marco
Vis,2003,10.1109/VISUAL.2003.1250407,paolo cignoni,2,Middle,11,4,paolo
Vis,2003,10.1109/VISUAL.2003.1250407,roberto scopigno,3,Last,15,5,roberto
Vis,2003,10.1109/VISUAL.2003.1250408,martin isenburg,1,First,5,3,martin
Vis,2003,10.1109/VISUAL.2003.1250408,peter lindstrom,2,Middle,9,6,peter
Vis,2003,10.1109/VISUAL.2003.1250408,stefan gumhold,3,Middle,6,4,stefan
Vis,2003,10.1109/VISUAL.2003.1250408,jack snoeyink,4,Last,16,2,jack
Vis,2003,10.1109/VISUAL.2003.1250409,justin jang,1,First,2,1,justin
Vis,2003,10.1109/VISUAL.2003.1250409,william ribarsky,2,Middle,11,6,william
Vis,2003,10.1109/VISUAL.2003.1250409,chris shaw 0002,3,Middle,38,3,chris
Vis,2003,10.1109/VISUAL.2003.1250409,peter wonka,4,Last,5,1,peter
Vis,2003,10.1109/VISUAL.2003.1250410,roger c. tam,1,First,7,2,roger
Vis,2003,10.1109/VISUAL.2003.1250410,wolfgang heidrich,2,Last,9,2,wolfgang
Vis,2003,10.1109/VISUAL.2003.1250411,dieter hönigmann,1,First,2,1,dieter
Vis,2003,10.1109/VISUAL.2003.1250411,johannes ruisz,2,Middle,2,1,johannes
Vis,2003,10.1109/VISUAL.2003.1250411,christoph haider,3,Last,1,1,christoph
Vis,2003,10.1109/VISUAL.2003.1250412,joe michael kniss,1,First,3,4,joe
Vis,2003,10.1109/VISUAL.2003.1250412,simon premoze,2,Middle,5,2,simon
Vis,2003,10.1109/VISUAL.2003.1250412,milan ikits,3,Middle,7,2,milan
Vis,2003,10.1109/VISUAL.2003.1250412,aaron e. lefohn,4,Middle,1,2,aaron
Vis,2003,10.1109/VISUAL.2003.1250412,charles d. hansen,5,Middle,17,15,charles
Vis,2003,10.1109/VISUAL.2003.1250412,emil praun,6,Last,5,1,emil
Vis,2003,10.1109/VISUAL.2003.1250413,fan-yin tzeng,1,First,1,1,fan-yin
Vis,2003,10.1109/VISUAL.2003.1250413,eric b. lum,2,Middle,3,3,eric
Vis,2003,10.1109/VISUAL.2003.1250413,kwan-liu ma,3,Last,14,15,kwan-liu
Vis,2003,10.1109/VISUAL.2003.1250414,gordon l. kindlmann,1,First,8,5,gordon
Vis,2003,10.1109/VISUAL.2003.1250414,ross t. whitaker,2,Middle,14,5,ross
Vis,2003,10.1109/VISUAL.2003.1250414,tolga tasdizen,3,Middle,6,2,tolga
Vis,2003,10.1109/VISUAL.2003.1250414,torsten möller,4,Last,8,9,torsten
Vis,2003,10.1109/VISUAL.2003.1250415,soon tee teoh,1,First,2,2,soon
Vis,2003,10.1109/VISUAL.2003.1250415,kwan-liu ma,2,Middle,14,16,kwan-liu
Vis,2003,10.1109/VISUAL.2003.1250415,shyhtsun felix wu,3,Last,15,2,shyhtsun
Vis,2003,10.1109/VISUAL.2003.1250416,donna l. gresh,1,First,12,6,donna
Vis,2003,10.1109/VISUAL.2003.1250416,eugene i. kelton,2,Last,1,1,eugene
Vis,2003,10.1109/VISUAL.2003.1250417,zoltan konyha,1,First,1,1,zoltan
Vis,2003,10.1109/VISUAL.2003.1250417,kresimir matkovic,2,Middle,6,2,kresimir
Vis,2003,10.1109/VISUAL.2003.1250417,helwig hauser,3,Last,4,8,helwig
Vis,2003,10.1109/VISUAL.2003.1250418,runzhen huang,1,First,1,1,runzhen
Vis,2003,10.1109/VISUAL.2003.1250418,kwan-liu ma,2,Middle,14,17,kwan-liu
Vis,2003,10.1109/VISUAL.2003.1250418,patrick s. mccormick,3,Middle,7,2,patrick
Vis,2003,10.1109/VISUAL.2003.1250418,william ward,4,Last,1,1,william
Vis,2003,10.1109/VISUAL.2003.1250419,paul adams,1,First,9,1,paul
Vis,2003,10.1109/VISUAL.2003.1250419,douglas dommermuth,2,Last,1,1,douglas
Vis,2003,10.1109/VISUAL.2003.1250420,david ellsworth,1,First,15,2,david
Vis,2003,10.1109/VISUAL.2003.1250420,patrick j. moran,2,Last,10,3,patrick
Vis,2003,10.1109/VISUAL.2003.1250421,walter jiménez,1,First,2,1,walter
Vis,2003,10.1109/VISUAL.2003.1250421,wagner toledo corrêa,2,Middle,6,1,wagner
Vis,2003,10.1109/VISUAL.2003.1250421,cláudio t. silva,3,Middle,10,12,cláudio
Vis,2003,10.1109/VISUAL.2003.1250421,antónio m. baptista,4,Last,4,1,antónio
Vis,2003,10.1109/VISUAL.2003.1250422,voicu popescu,1,First,6,2,voicu
Vis,2003,10.1109/VISUAL.2003.1250422,christoph m. hoffmann,2,Middle,30,1,christoph
Vis,2003,10.1109/VISUAL.2003.1250422,sami kilic,3,Middle,1,1,sami
Vis,2003,10.1109/VISUAL.2003.1250422,mete sozen,4,Middle,1,1,mete
Vis,2003,10.1109/VISUAL.2003.1250422,scott meador,5,Last,1,1,scott
Vis,2003,10.1109/VISUAL.2003.1250423,oliver kreylos,1,First,5,1,oliver
Vis,2003,10.1109/VISUAL.2003.1250423,nelson l. max,2,Middle,29,9,nelson
Vis,2003,10.1109/VISUAL.2003.1250423,bernd hamann,3,Middle,14,16,bernd
Vis,2003,10.1109/VISUAL.2003.1250423,silvia n. crivelli,4,Middle,5,1,silvia
Vis,2003,10.1109/VISUAL.2003.1250423,e. wes bethel,5,Last,6,1,e.
Vis,2003,10.1109/VISUAL.2003.1250424,wendy plesniak,1,First,6,1,wendy
Vis,2003,10.1109/VISUAL.2003.1250424,michael halle,2,Middle,8,2,michael
Vis,2003,10.1109/VISUAL.2003.1250424,steven d. pieper,3,Middle,15,1,steven
Vis,2003,10.1109/VISUAL.2003.1250424,william m. wells iii,4,Middle,18,1,william
Vis,2003,10.1109/VISUAL.2003.1250424,marianna jakab,5,Middle,1,1,marianna
Vis,2003,10.1109/VISUAL.2003.1250424,dominik s. meier,6,Middle,6,1,dominik
Vis,2003,10.1109/VISUAL.2003.1250424,stephen a. benton,7,Middle,6,1,stephen
Vis,2003,10.1109/VISUAL.2003.1250424,charles r. g. guttmann,8,Middle,6,1,charles
Vis,2003,10.1109/VISUAL.2003.1250424,ron kikinis,9,Last,15,1,ron
Vis,2003,10.1109/VISUAL.2003.1250425,leonid zhukov,1,First,3,3,leonid
Vis,2003,10.1109/VISUAL.2003.1250425,alan h. barr,2,Last,20,4,alan
InfoVis,2004,10.1109/INFVIS.2004.10,robert a. amar,1,First,4,1,robert
InfoVis,2004,10.1109/INFVIS.2004.10,john t. stasko,2,Last,18,5,john
Vis,2004,10.1109/VISUAL.2004.4,lok m. hwa,1,First,1,1,lok
Vis,2004,10.1109/VISUAL.2004.4,mark a. duchaineau,2,Middle,11,6,mark
Vis,2004,10.1109/VISUAL.2004.4,kenneth i. joy,3,Last,19,11,kenneth
Vis,2004,10.1109/VISUAL.2004.96,hamish a. carr,1,First,5,2,hamish
Vis,2004,10.1109/VISUAL.2004.96,jack snoeyink,2,Middle,17,3,jack
Vis,2004,10.1109/VISUAL.2004.96,michiel van de panne,3,Last,15,1,michiel
Vis,2004,10.1109/VISUAL.2004.98,andré neubauer 0002,1,First,3,1,andré
Vis,2004,10.1109/VISUAL.2004.98,stefan wolfsberger,2,Middle,1,1,stefan
Vis,2004,10.1109/VISUAL.2004.98,marie-thérèse forster,3,Middle,1,1,marie-thérèse
Vis,2004,10.1109/VISUAL.2004.98,lukas mroz,4,Middle,8,5,lukas
Vis,2004,10.1109/VISUAL.2004.98,rainer wegenkittl,5,Middle,8,10,rainer
Vis,2004,10.1109/VISUAL.2004.98,katja bühler,6,Last,4,1,katja
InfoVis,2004,10.1109/INFVIS.2004.1,mohammad ghoniem,1,First,3,1,mohammad
InfoVis,2004,10.1109/INFVIS.2004.1,jean-daniel fekete,2,Middle,10,2,jean-daniel
InfoVis,2004,10.1109/INFVIS.2004.1,philippe castagliola,3,Last,16,1,philippe
InfoVis,2004,10.1109/INFVIS.2004.12,chris weaver,1,First,7,1,chris
InfoVis,2004,10.1109/INFVIS.2004.15,wei peng,1,First,2,2,wei
InfoVis,2004,10.1109/INFVIS.2004.15,matthew o. ward,2,Middle,23,11,matthew
InfoVis,2004,10.1109/INFVIS.2004.15,elke a. rundensteiner,3,Last,17,6,elke
InfoVis,2004,10.1109/INFVIS.2004.18,yaniv frishman,1,First,1,1,yaniv
InfoVis,2004,10.1109/INFVIS.2004.18,ayellet tal,2,Last,12,5,ayellet
InfoVis,2004,10.1109/INFVIS.2004.19,michael granitzer,1,First,3,1,michael
InfoVis,2004,10.1109/INFVIS.2004.19,wolfgang kienreich,2,Middle,3,1,wolfgang
